checkpoint_name,checkpoint_step,task_id,dataset,table,target,target_threshold_median,target_binning,target_bins,target_bin_edges,regression_output,regression_uncertainty,regression_quantile_alphas,n_samples,n_train,n_test,n_features,n_classes,class_labels,class_counts,positive_rate,split_strategy,split_group_count,split_train_group_count,split_test_group_count,split_group_overlap_count,include_in_summary,summary_exclusion_reason,task_quality_flags,test_mae__generic_baseline,test_rmse__generic_baseline,test_r2__generic_baseline,test_spearman__generic_baseline,test_pearson__generic_baseline,test_nmae_iqr__generic_baseline,test_nrmse_iqr__generic_baseline,test_pinball_loss__generic_baseline,test_npinball_iqr__generic_baseline,test_quantile_calibration_mae__generic_baseline,test_quantile_calibration_max_error__generic_baseline,test_interval_50_coverage_error__generic_baseline,test_interval_50_nwidth_iqr__generic_baseline,test_interval_50_nwinkler_iqr__generic_baseline,test_interval_80_coverage_error__generic_baseline,test_interval_80_nwidth_iqr__generic_baseline,test_interval_80_nwinkler_iqr__generic_baseline,test_interval_90_coverage_error__generic_baseline,test_interval_90_nwidth_iqr__generic_baseline,test_interval_90_nwinkler_iqr__generic_baseline,test_mae__epit_scm_trial_0036,test_rmse__epit_scm_trial_0036,test_r2__epit_scm_trial_0036,test_spearman__epit_scm_trial_0036,test_pearson__epit_scm_trial_0036,test_nmae_iqr__epit_scm_trial_0036,test_nrmse_iqr__epit_scm_trial_0036,test_pinball_loss__epit_scm_trial_0036,test_npinball_iqr__epit_scm_trial_0036,test_quantile_calibration_mae__epit_scm_trial_0036,test_quantile_calibration_max_error__epit_scm_trial_0036,test_interval_50_coverage_error__epit_scm_trial_0036,test_interval_50_nwidth_iqr__epit_scm_trial_0036,test_interval_50_nwinkler_iqr__epit_scm_trial_0036,test_interval_80_coverage_error__epit_scm_trial_0036,test_interval_80_nwidth_iqr__epit_scm_trial_0036,test_interval_80_nwinkler_iqr__epit_scm_trial_0036,test_interval_90_coverage_error__epit_scm_trial_0036,test_interval_90_nwidth_iqr__epit_scm_trial_0036,test_interval_90_nwinkler_iqr__epit_scm_trial_0036,test_mae__pretrained_tabicl_v2,test_rmse__pretrained_tabicl_v2,test_r2__pretrained_tabicl_v2,test_spearman__pretrained_tabicl_v2,test_pearson__pretrained_tabicl_v2,test_nmae_iqr__pretrained_tabicl_v2,test_nrmse_iqr__pretrained_tabicl_v2,test_pinball_loss__pretrained_tabicl_v2,test_npinball_iqr__pretrained_tabicl_v2,test_quantile_calibration_mae__pretrained_tabicl_v2,test_quantile_calibration_max_error__pretrained_tabicl_v2,test_interval_50_coverage_error__pretrained_tabicl_v2,test_interval_50_nwidth_iqr__pretrained_tabicl_v2,test_interval_50_nwinkler_iqr__pretrained_tabicl_v2,test_interval_80_coverage_error__pretrained_tabicl_v2,test_interval_80_nwidth_iqr__pretrained_tabicl_v2,test_interval_80_nwinkler_iqr__pretrained_tabicl_v2,test_interval_90_coverage_error__pretrained_tabicl_v2,test_interval_90_nwidth_iqr__pretrained_tabicl_v2,test_interval_90_nwinkler_iqr__pretrained_tabicl_v2,test_mae__catboost,test_rmse__catboost,test_r2__catboost,test_spearman__catboost,test_pearson__catboost,test_nmae_iqr__catboost,test_nrmse_iqr__catboost,test_pinball_loss__catboost,test_npinball_iqr__catboost,test_quantile_calibration_mae__catboost,test_quantile_calibration_max_error__catboost,test_interval_50_coverage_error__catboost,test_interval_50_nwidth_iqr__catboost,test_interval_50_nwinkler_iqr__catboost,test_interval_80_coverage_error__catboost,test_interval_80_nwidth_iqr__catboost,test_interval_80_nwinkler_iqr__catboost,test_interval_90_coverage_error__catboost,test_interval_90_nwidth_iqr__catboost,test_interval_90_nwinkler_iqr__catboost,best_model__test_mae,best_value__test_mae,best_model__test_rmse,best_value__test_rmse,best_model__test_r2,best_value__test_r2,best_model__test_spearman,best_value__test_spearman,best_model__test_pearson,best_value__test_pearson,best_model__test_nmae_iqr,best_value__test_nmae_iqr,best_model__test_nrmse_iqr,best_value__test_nrmse_iqr
step-500,500,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,245.47760777336663,344.52871639590853,0.15331504077310998,0.4065851473855655,0.4906037753503406,0.48228138484037897,0.6768836798104264,,,,,,,,,,,,,,259.7854842552202,349.071052180167,0.13084213826271995,0.33688341999129556,0.4482138619508347,0.5103915760157962,0.6858078501749376,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,pretrained_tabicl_v2,0.5600380115222819,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
step-1000,1000,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,237.52264599538256,321.0917896432911,0.2645902317682247,0.4400049609185602,0.5373367467233937,0.46665254595182154,0.6308379586011407,,,,,,,,,,,,,,253.94548315958912,348.86224291800016,0.131881662616682,0.4322548162651907,0.46331005430759065,0.4989179273949795,0.6853976098233276,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,pretrained_tabicl_v2,0.5600380115222819,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
step-1500,1500,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,231.82279830811467,316.11679091369587,0.28720257568766494,0.4981789678220187,0.5683708129035627,0.45545425189588185,0.6210637502786305,,,,,,,,,,,,,,261.6449516284272,349.07311319011984,0.13083187474599045,0.4764157684435802,0.5068397803821632,0.5140448073958401,0.6858118993700689,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,pretrained_tabicl_v2,0.5600380115222819,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
step-2000,2000,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,230.8069627868544,324.0048675840316,0.2511858160404883,0.5320019871749327,0.5679061132655667,0.45345847490258573,0.6365611823043199,,,,,,,,,,,,,,219.16059566939475,310.6655764822279,0.3115740066307422,0.5433181898585734,0.589150686837144,0.430577259329744,0.6103539374003111,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,pretrained_tabicl_v2,0.5600380115222819,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
step-2500,2500,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,245.54275715441014,333.7054945015341,0.20567595819789397,0.4790663509646899,0.5483232046911684,0.48240938158108443,0.6556196692515784,,,,,,,,,,,,,,204.50667519119932,291.6727935915765,0.393175879386644,0.6076823975875164,0.6362781237969082,0.4017872074562971,0.5730394722742997,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,epit_scm_trial_0036,204.50667519119932,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,epit_scm_trial_0036,0.6076823975875164,pretrained_tabicl_v2,0.6642602160311927,epit_scm_trial_0036,0.4017872074562971,pretrained_tabicl_v2,0.5606591568250354
step-3000,3000,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,224.5487511569556,315.2864719000617,0.29094215542157353,0.5221432743813289,0.5611503681844319,0.4411631824770612,0.6194324511659045,,,,,,,,,,,,,,199.6437161017638,287.6801384673405,0.4096755775845289,0.6485053343714909,0.6448273412780552,0.3922331195484487,0.5651952405336826,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,epit_scm_trial_0036,199.6437161017638,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,epit_scm_trial_0036,0.6485053343714909,pretrained_tabicl_v2,0.6642602160311927,epit_scm_trial_0036,0.3922331195484487,pretrained_tabicl_v2,0.5606591568250354
step-3500,3500,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,232.63859131488658,312.35975765902975,0.3040450195543525,0.590899781574804,0.5870491676041288,0.4570570122642014,0.6136824366941157,,,,,,,,,,,,,,194.55850791434787,309.88978584094525,0.31500797319064155,0.619662898384303,0.5966849400796064,0.3822423865073608,0.6088297682990323,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,epit_scm_trial_0036,194.55850791434787,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,epit_scm_trial_0036,0.619662898384303,pretrained_tabicl_v2,0.6642602160311927,epit_scm_trial_0036,0.3822423865073608,pretrained_tabicl_v2,0.5606591568250354
step-4000,4000,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,246.6336895164507,333.55387701871894,0.20639758882472792,0.5984681531126362,0.5828158528722267,0.4845526987459553,0.6553217916152377,,,,,,,,,,,,,,232.02457017370924,320.3011368017154,0.26820750233696666,0.5461174958378501,0.5612851103055865,0.4558506661172988,0.6292845902478237,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,generic_baseline,0.5984681531126362,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
step-4500,4500,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,221.51677181435423,313.8370837943793,0.29744632164942386,0.626335624207396,0.5914241708641655,0.43520635729279744,0.6165848883713989,,,,,,,,,,,,,,215.10631075878626,308.26045596846745,0.322192101101499,0.5175658968355221,0.5875459143564981,0.4226119456746145,0.6056286801248887,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,generic_baseline,0.626335624207396,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
step-5000,5000,electrochemical_metrics_alloys__pitting_potential__epit_mv_sce_avg,electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",,continuous,0,,median,False,,608,486,122,21,0,,,,epit_pipeline_development_fold_2,0,0,0,0,True,,,248.08467555440853,325.1629054580084,0.24582352097431215,0.5667570068656935,0.5709284396592638,0.48740340094285967,0.6388363393527574,,,,,,,,,,,,,,219.77944249266497,316.96706269011014,0.28336294023098163,0.5038568989582612,0.5676198646306232,0.43179308632772573,0.6227342498958435,,,,,,,,,,,,,,207.80827415220085,285.3713058802669,0.4191130793881557,0.5600380115222819,0.6642602160311927,0.40827374500056646,0.5606591568250354,,,,,,,,,,,,,,220.38525860032854,305.6460507027,0.33364053652208114,0.49127194381065253,0.5955699014113132,0.43298331232843024,0.600492248319376,,,,,,,,,,,,,,pretrained_tabicl_v2,207.80827415220085,pretrained_tabicl_v2,285.3713058802669,pretrained_tabicl_v2,0.4191130793881557,generic_baseline,0.5667570068656935,pretrained_tabicl_v2,0.6642602160311927,pretrained_tabicl_v2,0.40827374500056646,pretrained_tabicl_v2,0.5606591568250354
